start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
240e:361:861e:c400::,240e:361:861e:c4ff:ffff:ffff:ffff:ffff,240e:361:8000::,Hangzhou,Zhejiang,CN,30.29365,120.16142,310000,Asia/Shanghai
64.19.72.221,64.19.72.239,64.19.0.0,Watertown,New York,US,43.97478,-75.91076,13601,America/New_York
2400:2200:480:1300::,2400:2200:480:13ff:ffff:ffff:ffff:ffff,2400:2200::,Kawasaki,Kanagawa,JP,35.52056,139.71722,205-0021,Asia/Tokyo
96.34.44.153,96.34.44.153,96.34.0.0,Detroit,Michigan,US,42.33143,-83.04575,48226,America/Detroit
142.117.60.170,142.117.60.171,142.117.0.0,Montréal,Quebec,CA,45.50884,-73.58781,H3H,America/Toronto
2401:4900:33a2:7d00::,2401:4900:33a2:7dff:ffff:ffff:ffff:ffff,2401:4900::,Hyderābād,Telangana,IN,17.38405,78.45636,500001,Asia/Kolkata
76.117.46.9,76.117.46.15,76.117.0.0,Willingboro,New Jersey,US,40.02789,-74.86905,08046,America/New_York
2003:c9:af01:fe00::,2003:c9:af01:feff:ffff:ffff:ffff:ffff,2003:c9:8000::,Rhede,North Rhine-Westphalia,DE,51.83537,6.69602,46414,Europe/Berlin
2c06:30ed:c000::,2c06:30ed:ffff:ffff:ffff:ffff:ffff:ffff,2c06:30ed:c000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2408:f002:8000::,2408:f002:bfff:ffff:ffff:ffff:ffff:ffff,2408:f002:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
182.191.151.88,182.191.151.103,182.191.0.0,Lahore,Punjab,PK,31.558,74.35071,54000,Asia/Karachi
182.71.81.148,182.71.81.155,182.71.0.0,New Delhi,Delhi,IN,28.54978,77.26512,110020,Asia/Kolkata
2c0d:e40f::,2c0d:e40f:3fff:ffff:ffff:ffff:ffff:ffff,2c0d:e40f::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2405:204:332c:c600::,2405:204:332c:c6ff:ffff:ffff:ffff:ffff,2405:204::,Dādri,Uttar Pradesh,IN,28.55257,77.55403,203207,Asia/Kolkata
2400:c600:3440:b300::,2400:c600:3440:b7ff:ffff:ffff:ffff:ffff,2400:c600::,Pār Naogaon,Rajshahi Division,BD,24.80418,88.94875,6590,Asia/Dhaka
240e:351:66d0::,240e:351:66d0:ffff:ffff:ffff:ffff:ffff,240e:351:4000::,Foshan,Guangdong,CN,23.02677,113.13148,528000,Asia/Shanghai
2600:1008:b00c:2800::,2600:1008:b00c:28ff:ffff:ffff:ffff:ffff,2600:1008:8000::,Lockport,Illinois,US,41.58948,-88.05784,60441,America/Chicago
2603:8eaa::,2603:8eaa:3fff:ffff:ffff:ffff:ffff:ffff,2603:8eaa::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
221.184.119.106,221.184.119.106,221.184.0.0,Tenri,Nara,JP,34.58333,135.83333,632-0033,Asia/Tokyo
2a09:9fe7::,2a09:9fe7:3fff:ffff:ffff:ffff:ffff:ffff,2a09:9fe7::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2409:4080:969b:ae00::,2409:4080:969b:aeff:ffff:ffff:ffff:ffff,2409:4080:8000::,Ahmedabad,Gujarat,IN,23.02579,72.58727,380001,Asia/Kolkata
2a1b:5cf4::,2a1b:5cf4:3fff:ffff:ffff:ffff:ffff:ffff,2a1b:5cf4::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2804:835c:c1c4:be01::,2804:835c:c1c7:b1ff:ffff:ffff:ffff:ffff,2804:835c:c000::,Osasco,São Paulo,BR,-23.5325,-46.79167,06000-000,America/Sao_Paulo
2606:4d2f:c000::,2606:4d2f:ffff:ffff:ffff:ffff:ffff:ffff,2606:4d2f:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
161.184.55.120,161.184.55.127,161.184.0.0,Cochrane,Alberta,CA,51.18341,-114.46871,T4C,America/Edmonton
2a1a:5da1:4000::,2a1a:5da1:7fff:ffff:ffff:ffff:ffff:ffff,2a1a:5da1:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
179.160.251.220,179.160.251.220,179.160.0.0,Curitiba,Paraná,BR,-25.42778,-49.27306,80000-000,America/Sao_Paulo
2a1f:22e:4000::,2a1f:22e:7fff:ffff:ffff:ffff:ffff:ffff,2a1f:22e:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2409:894d:1704::,2409:894d:1704:fff:ffff:ffff:ffff:ffff,2409:894d::,Hefei,Anhui,CN,31.86389,117.28083,230000,Asia/Shanghai
65.100.63.198,65.100.63.198,65.100.0.0,Terrebonne,Oregon,US,44.3529,-121.17781,97760,America/Los_Angeles
2a1c:4710:c000::,2a1c:4710:ffff:ffff:ffff:ffff:ffff:ffff,2a1c:4710:c000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
240e:33d:451d:a00::,240e:33d:451d:cff:ffff:ffff:ffff:ffff,240e:33d:4000::,Jiyuan,Henan,CN,35.09,112.58,454600,Asia/Shanghai
2600:1006:113d:9300::,2600:1006:113d:bcff:ffff:ffff:ffff:ffff,2600:1006::,Miami,Florida,US,25.77427,-80.19366,33101,America/New_York
2804:46cc:6634::,2804:46cc:6634:ff:ffff:ffff:ffff:ffff,2804:46cc:4000::,Colatina,Espírito Santo,BR,-19.53944,-40.63056,29700-000,America/Sao_Paulo
2c0f:e843:8000::,2c0f:e843:bfff:ffff:ffff:ffff:ffff:ffff,2c0f:e843:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
74.143.57.52,74.143.57.55,74.143.0.0,Sidney,Ohio,US,40.28422,-84.1555,45365,America/New_York
182.20.49.163,182.20.49.163,182.20.0.0,Hamamatsu,Shizuoka,JP,34.7,137.73333,430-0923,Asia/Tokyo
112.211.243.0,112.211.243.255,112.211.0.0,Quezon City,Metro Manila,PH,14.6488,121.0509,1100,Asia/Manila
77.243.176.96,77.243.176.111,77.243.0.0,Frankfurt am Main,Hesse,DE,50.11552,8.68417,60306,Europe/Berlin
2a03:696:8000::,2a03:696:bfff:ffff:ffff:ffff:ffff:ffff,2a03:696:8000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2a0b:e220::,2a0b:e220:3fff:ffff:ffff:ffff:ffff:ffff,2a0b:e220::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2001:16a2:574c:b800::,2001:16a2:574c:b8ff:ffff:ffff:ffff:ffff,2001:16a2:4000::,Madinah,Medina Region,SA,24.46861,39.61417,,Asia/Riyadh
191.14.126.192,191.14.126.195,191.14.0.0,Salvador,Bahia,BR,-12.97563,-38.49096,40000-000,America/Bahia
160.248.162.48,160.248.162.49,160.248.0.0,Yamaguchi,Yamaguchi,JP,34.18333,131.46667,800-0336,Asia/Tokyo
2a09:2ef6:4000::,2a09:2ef6:7fff:ffff:ffff:ffff:ffff:ffff,2a09:2ef6:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
263e:2882::,263e:2882:3fff:ffff:ffff:ffff:ffff:ffff,263e:2882::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
92.252.4.74,92.252.4.75,92.252.0.0,Menslage,Lower Saxony,DE,52.68333,7.81667,49637,Europe/Berlin
2409:48fe:c000::,2409:48fe:ffff:ffff:ffff:ffff:ffff:ffff,2409:48fe:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
58.189.69.80,58.189.69.87,58.189.0.0,Amagasaki,Hyōgo,JP,34.71667,135.41667,660-0823,Asia/Tokyo
92.27.170.152,92.27.170.159,92.27.0.0,Stratford,England,GB,51.53333,0,E15,Europe/London
2a0e:b4b0:c000::,2a0e:b4b0:ffff:ffff:ffff:ffff:ffff:ffff,2a0e:b4b0:c000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
142.116.185.66,142.116.185.67,142.116.0.0,Welland,Ontario,CA,42.98342,-79.24958,L3B,America/Toronto
2c06:4482::,2c06:4482:3fff:ffff:ffff:ffff:ffff:ffff,2c06:4482::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2408:841b:2500:be00::,2408:841b:2500:beff:ffff:ffff:ffff:ffff,2408:841b::,Beijing,Beijing,CN,39.9075,116.39723,100000,Asia/Shanghai
103.119.128.57,103.119.128.60,103.119.0.0,Hong Kong,,HK,22.27832,114.17469,999077,Asia/Hong_Kong
2408:27f5::,2408:27f5:3fff:ffff:ffff:ffff:ffff:ffff,2408:27f5::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
189.234.37.70,189.234.37.70,189.234.0.0,Ciudad Nezahualcoyotl,México,MX,19.40061,-99.01483,57700,America/Mexico_City
280e:fc67:8000::,280e:fc67:bfff:ffff:ffff:ffff:ffff:ffff,280e:fc67:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2001:4430:504a:200::,2001:4430:504a:2ff:ffff:ffff:ffff:ffff,2001:4430:4000::,Suwon,Gyeonggi-do,KR,37.29111,127.00889,16250,Asia/Seoul
2a13:29d0::,2a13:29d0:3fff:ffff:ffff:ffff:ffff:ffff,2a13:29d0::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2a01:e0a:18c:64a0::,2a01:e0a:18c:64a0:ffff:ffff:ffff:ffff,2a01:e0a::,Paris,Île-de-France,FR,48.85341,2.3488,75000,Europe/Paris
2637:194b:8000::,2637:194b:bfff:ffff:ffff:ffff:ffff:ffff,2637:194b:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2001:e60:1048:b200::,2001:e60:1048:b2ff:ffff:ffff:ffff:ffff,2001:e60::,Daejeon,Daejeon,KR,36.34913,127.38493,35228,Asia/Seoul
201.31.195.139,201.31.195.149,201.31.0.0,São Bernardo do Campo,São Paulo,BR,-23.69389,-46.565,09700-000,America/Sao_Paulo
240e:362:3237:fa00::,240e:362:3238:ebff:ffff:ffff:ffff:ffff,240e:362::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
260b:2f2e:8000::,260b:2f2e:bfff:ffff:ffff:ffff:ffff:ffff,260b:2f2e:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
114.186.162.168,114.186.162.191,114.186.0.0,Yokohama,Kanagawa,JP,35.43333,139.65,220-8588,Asia/Tokyo
91.113.247.89,91.113.247.89,91.113.0.0,Neusiedl am See,Burgenland,AT,47.94901,16.8417,7100,Europe/Vienna
2634:236b::,2634:236b:3fff:ffff:ffff:ffff:ffff:ffff,2634:236b::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
240e:338:a218:8000::,240e:338:a218:8aff:ffff:ffff:ffff:ffff,240e:338:8000::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
84.9.34.95,84.9.34.111,84.9.0.0,London,England,GB,51.50853,-0.12574,E1W,Europe/London
263b:96d8:c000::,263b:96d8:ffff:ffff:ffff:ffff:ffff:ffff,263b:96d8:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2a1a:7c89:8000::,2a1a:7c89:bfff:ffff:ffff:ffff:ffff:ffff,2a1a:7c89:8000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2630:154a:8000::,2630:154a:bfff:ffff:ffff:ffff:ffff:ffff,2630:154a:8000::,Tysons,Virginia,US,38.953,-77.2295,22102,America/New_York
2405:55de:c000::,2405:55de:ffff:ffff:ffff:ffff:ffff:ffff,2405:55de:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2405:204:570a:9800::,2405:204:570a:98ff:ffff:ffff:ffff:ffff,2405:204:4000::,Rāichūr,Karnataka,IN,16.20546,77.35567,584128,Asia/Kolkata
2804:4344:4010:4000::,2804:4344:4fff:ffff:ffff:ffff:ffff:ffff,2804:4344:4000::,Caraúbas,Rio Grande do Norte,BR,-5.7925,-37.55667,59780-000,America/Fortaleza
2804:1254:2091:9e00::,2804:1254:2091:baff:ffff:ffff:ffff:ffff,2804:1254::,São Paulo,São Paulo,BR,-23.5475,-46.63611,01000-000,America/Sao_Paulo
2804:d08:80aa:6800::,2804:d08:80aa:74ff:ffff:ffff:ffff:ffff,2804:d08:8000::,Porto Belo,Santa Catarina,BR,-27.15778,-48.55306,88210-000,America/Sao_Paulo
115.162.48.128,115.162.50.127,115.162.0.0,Osaka,Osaka,JP,34.69379,135.50107,543-0062,Asia/Tokyo
118.7.36.176,118.7.36.183,118.7.0.0,Saitama,Saitama,JP,35.90807,139.65657,330-0046,Asia/Tokyo
2a0a:f0fb:c000::,2a0a:f0fb:ffff:ffff:ffff:ffff:ffff:ffff,2a0a:f0fb:c000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2635:5d29::,2635:5d29:3fff:ffff:ffff:ffff:ffff:ffff,2635:5d29::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2416:8c2c:8000::,2416:8c2c:bfff:ffff:ffff:ffff:ffff:ffff,2416:8c2c:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2415:520:4000::,2415:520:7fff:ffff:ffff:ffff:ffff:ffff,2415:520:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
240e:34c:1810:c700::,240e:34c:1810:c7ff:ffff:ffff:ffff:ffff,240e:34c::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
2a16:6433:8000::,2a16:6433:bfff:ffff:ffff:ffff:ffff:ffff,2a16:6433:8000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2001:250:e1d::,2001:250:e1d:ffff:ffff:ffff:ffff:ffff,2001:250::,Qinghe,Beijing,CN,40.02967,116.33326,100000,Asia/Shanghai
2602:4c4:c000::,2602:4c4:ffff:ffff:ffff:ffff:ffff:ffff,2602:4c4:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
14.141.88.61,14.141.88.105,14.141.0.0,New Delhi,Delhi,IN,28.62137,77.2148,110001,Asia/Kolkata
2409:40f0:101f:f600::,2409:40f0:101f:f6ff:ffff:ffff:ffff:ffff,2409:40f0::,Srikakulam,Andhra Pradesh,IN,18.2989,83.89751,521132,Asia/Kolkata
2409:408c:ae14:5500::,2409:408c:ae14:55ff:ffff:ffff:ffff:ffff,2409:408c:8000::,Kudachi,Karnataka,IN,16.62784,74.85408,591311,Asia/Kolkata
263b:95c:4000::,263b:95c:7fff:ffff:ffff:ffff:ffff:ffff,263b:95c:4000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
74.5.135.168,74.5.135.171,74.5.0.0,Gettysburg,Pennsylvania,US,39.83093,-77.2311,17325,America/New_York
188.29.235.20,188.29.235.21,188.29.0.0,Ayr,Scotland,GB,55.46273,-4.63393,KA7,Europe/London
2409:408c:2816:d500::,2409:408c:2816:d5ff:ffff:ffff:ffff:ffff,2409:408c::,Uppal Kalan,Telangana,IN,17.40577,78.55911,500007,Asia/Kolkata
2a0e:e9f9::,2a0e:e9f9:3fff:ffff:ffff:ffff:ffff:ffff,2a0e:e9f9::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
280f:45ec:4000::,280f:45ec:7fff:ffff:ffff:ffff:ffff:ffff,280f:45ec:4000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2a01:c22:7400:111::,2a01:c22:7400:114:ffff:ffff:ffff:ffff,2a01:c22:4000::,Berlin,Berlin,DE,52.52437,13.41053,10119,Europe/Berlin
179.151.174.60,179.151.174.61,179.151.0.0,Iguatu,Ceará,BR,-6.35944,-39.29861,63500-000,America/Fortaleza
2401:4900:12d8:a600::,2401:4900:12d8:a6ff:ffff:ffff:ffff:ffff,2401:4900::,Silchar,Assam,IN,24.82733,92.79787,788010,Asia/Kolkata
115.37.42.134,115.37.42.135,115.37.0.0,Toyota,Aichi,JP,35.08333,137.15,480-0134,Asia/Tokyo
2630:d089:4000::,2630:d089:7fff:ffff:ffff:ffff:ffff:ffff,2630:d089:4000::,Tysons,Virginia,US,38.953,-77.2295,22102,America/New_York
2805:8413:8000::,2805:8413:bfff:ffff:ffff:ffff:ffff:ffff,2805:8413:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
63.234.125.2,63.234.125.4,63.234.0.0,Monroe,Louisiana,US,32.553,-92.0422,71203,America/Chicago
60.128.198.152,60.128.198.159,60.128.0.0,Osaka,Osaka,JP,34.69379,135.50107,543-0062,Asia/Tokyo
118.22.219.200,118.22.219.207,118.22.0.0,Kashiwa,Chiba,JP,35.86224,139.97732,277-0005,Asia/Tokyo
24.180.236.168,24.180.236.171,24.180.0.0,Mancelona,Michigan,US,44.90223,-85.06088,49659,America/Detroit
90.220.58.196,90.220.58.199,90.220.0.0,Hedge End,England,GB,50.91234,-1.30076,SO30,Europe/London
2409:4080:9082:e500::,2409:4080:9082:e5ff:ffff:ffff:ffff:ffff,2409:4080:8000::,Unjha,Gujarat,IN,23.80366,72.39101,384170,Asia/Kolkata
201.78.171.115,201.78.171.115,201.78.0.0,Rio de Janeiro,Rio de Janeiro,BR,-22.90642,-43.18223,20000-000,America/Sao_Paulo
2405:b500:7680:26f9::,2405:b500:7680:2707:ffff:ffff:ffff:ffff,2405:b500:4000::,San Francisco,California,US,37.7621,-122.3971,94107,America/Los_Angeles
116.98.99.152,116.98.99.155,116.98.0.0,Buôn Ma Thuột,Đắk Lắk,VN,12.66747,108.03775,63150,Asia/Ho_Chi_Minh
2406:e6b4:4000::,2406:e6b4:7fff:ffff:ffff:ffff:ffff:ffff,2406:e6b4:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2609:b787:c000::,2609:b787:ffff:ffff:ffff:ffff:ffff:ffff,2609:b787:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
240e:380:b17c:cf00::,240e:380:b17c:e3ff:ffff:ffff:ffff:ffff,240e:380:8000::,Guangzhou,Guangdong,CN,23.11667,113.25,510000,Asia/Shanghai
240e:ce:33a:2a00::,240e:ce:33a:2aff:ffff:ffff:ffff:ffff,240e:ce::,Foshan,Guangdong,CN,23.02677,113.13148,528000,Asia/Shanghai
2a09:fe3:8000::,2a09:fe3:bfff:ffff:ffff:ffff:ffff:ffff,2a09:fe3:8000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
263f:db83:8000::,263f:db83:bfff:ffff:ffff:ffff:ffff:ffff,263f:db83:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2a0b:b0c1:50ee:6900::,2a0b:b0c1:50ee:69ff:ffff:ffff:ffff:ffff,2a0b:b0c1:4000::,Moscow,Moscow,RU,55.75222,37.61556,101000,Europe/Moscow
2639:ea6::,2639:ea6:3fff:ffff:ffff:ffff:ffff:ffff,2639:ea6::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
50.227.113.136,50.227.113.136,50.227.0.0,Nashville,Tennessee,US,36.16589,-86.78444,37201,America/Chicago
240e:352:9be0:5b00::,240e:352:9be0:5bff:ffff:ffff:ffff:ffff,240e:352:8000::,Guangzhou,Guangdong,CN,23.11667,113.25,510000,Asia/Shanghai
191.251.172.128,191.251.172.129,191.251.0.0,Indaiatuba,São Paulo,BR,-23.08842,-47.2119,13330-000,America/Sao_Paulo
2804:6ef8:143c:7aab::,2804:6ef8:143e:39ff:ffff:ffff:ffff:ffff,2804:6ef8::,São Paulo,São Paulo,BR,-23.5475,-46.63611,01000-000,America/Sao_Paulo
177.62.160.226,177.62.160.226,177.62.0.0,Jaú,São Paulo,BR,-22.29639,-48.55778,17200-000,America/Sao_Paulo
263b:3ae9:c000::,263b:3ae9:ffff:ffff:ffff:ffff:ffff:ffff,263b:3ae9:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
200.217.176.11,200.217.176.11,200.217.0.0,Itabuna,Bahia,BR,-14.78556,-39.28028,45600-000,America/Bahia
2602:1103::,2602:1103:3fff:ffff:ffff:ffff:ffff:ffff,2602:1103::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2802:c88f:8000::,2802:c88f:bfff:ffff:ffff:ffff:ffff:ffff,2802:c88f:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
42.113.75.95,42.113.75.115,42.113.0.0,Sơn Tây,Hanoi,VN,21.14053,105.50686,53650,Asia/Bangkok
2602:bff1:c000::,2602:bff1:ffff:ffff:ffff:ffff:ffff:ffff,2602:bff1:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
240e:2e48:4000::,240e:2e48:7fff:ffff:ffff:ffff:ffff:ffff,240e:2e48:4000::,Chaowai,Beijing,CN,39.91812,116.43242,100000,Asia/Shanghai
240e:47c:4048:2000::,240e:47c:4048:23ff:ffff:ffff:ffff:ffff,240e:47c:4000::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
2a01:41e3:5189:5d00::,2a01:41e3:5189:5dff:ffff:ffff:ffff:ffff,2a01:41e3:4000::,Flörsheim,Hesse,DE,50.01311,8.42779,65439,Europe/Berlin
2604:3629:c000::,2604:3629:ffff:ffff:ffff:ffff:ffff:ffff,2604:3629:c000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
179.98.72.226,179.98.72.227,179.98.0.0,São José do Rio Pardo,São Paulo,BR,-21.59556,-46.88861,13720-000,America/Sao_Paulo
194.75.217.20,194.75.217.20,194.75.0.0,Ipswich,England,GB,52.05917,1.15545,IP1,Europe/London
2402:3a80:105c:c100::,2402:3a80:105c:c1ff:ffff:ffff:ffff:ffff,2402:3a80::,Yamuna Nagar,Haryana,IN,30.12796,77.28371,135004,Asia/Kolkata
2a00:d0ef:4000::,2a00:d0ef:7fff:ffff:ffff:ffff:ffff:ffff,2a00:d0ef:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
14.229.166.172,14.229.166.175,14.229.0.0,Bắc Giang,Bắc Giang Province,VN,21.27307,106.1946,26130,Asia/Bangkok
36.240.39.135,36.240.39.135,36.240.0.0,Amagasaki,Hyōgo,JP,34.71667,135.41667,660-0823,Asia/Tokyo
2411:6d1e:c000::,2411:6d1e:ffff:ffff:ffff:ffff:ffff:ffff,2411:6d1e:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2001:268:962e:c100::,2001:268:962e:c1ff:ffff:ffff:ffff:ffff,2001:268:8000::,Tokyo,Tokyo,JP,35.6895,139.69171,101-8656,Asia/Tokyo
87.74.250.170,87.74.250.179,87.74.0.0,Manchester,England,GB,53.48095,-2.23743,M1,Europe/London
2802:fde5:8000::,2802:fde5:bfff:ffff:ffff:ffff:ffff:ffff,2802:fde5:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2804:818c:4096::,2804:818c:4096:ff:ffff:ffff:ffff:ffff,2804:818c:4000::,Osasco,São Paulo,BR,-23.5325,-46.79167,06000-000,America/Sao_Paulo
2634:bff:4000::,2634:bff:7fff:ffff:ffff:ffff:ffff:ffff,2634:bff:4000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
186.235.251.77,186.235.251.77,186.235.0.0,Lagoa Vermelha,Rio Grande do Sul,BR,-28.20861,-51.52583,95300-000,America/Sao_Paulo
208.57.66.0,208.57.66.127,208.57.0.0,Santa Ana,California,US,33.74557,-117.86783,92712,America/Los_Angeles
186.119.7.143,186.119.7.143,186.119.0.0,Armenia,Quindío Department,CO,4.53389,-75.68111,630001,America/Bogota
240b:58d5:8000::,240b:58d5:bfff:ffff:ffff:ffff:ffff:ffff,240b:58d5:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
170.150.7.120,170.150.7.121,170.150.0.0,São José do Rio Preto,São Paulo,BR,-20.81972,-49.37944,15000-000,America/Sao_Paulo
2409:40f2:1004:9600::,2409:40f2:1004:98ff:ffff:ffff:ffff:ffff,2409:40f2::,Bengaluru,Karnataka,IN,12.97194,77.59369,562114,Asia/Kolkata
2408:847a:a51e:df00::,2408:847a:a51e:dfff:ffff:ffff:ffff:ffff,2408:847a:8000::,Beijing,Beijing,CN,39.9075,116.39723,100000,Asia/Shanghai
2402:aa10:c000::,2402:aa10:ffff:ffff:ffff:ffff:ffff:ffff,2402:aa10:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2c09:4b0f:8000::,2c09:4b0f:bfff:ffff:ffff:ffff:ffff:ffff,2c09:4b0f:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
153.236.127.36,153.236.127.50,153.236.0.0,Hatsudai,Tokyo,JP,35.67729,139.68588,151-0061,Asia/Tokyo
2a0e:7540:8000::,2a0e:7540:bfff:ffff:ffff:ffff:ffff:ffff,2a0e:7540:8000::,Warīsān,Dubai,AE,25.16744,55.40708,38496 84201,Asia/Dubai
2409:4064:299:2400::,2409:4064:299:24ff:ffff:ffff:ffff:ffff,2409:4064::,Kasba,Bihar,IN,25.85643,87.53836,813211,Asia/Kolkata
2a17:a5e5::,2a17:a5e5:3fff:ffff:ffff:ffff:ffff:ffff,2a17:a5e5::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
187.75.199.32,187.75.199.63,187.75.0.0,São Paulo,São Paulo,BR,-23.5475,-46.63611,01000-000,America/Sao_Paulo
240e:b65:5c4:d300::,240e:b65:5c4:d3ff:ffff:ffff:ffff:ffff,240e:b65::,Hangzhou,Zhejiang,CN,30.29365,120.16142,310000,Asia/Shanghai
2418:42ca:8000::,2418:42ca:bfff:ffff:ffff:ffff:ffff:ffff,2418:42ca:8000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2409:895a:e739:8600::,2409:895a:e739:86ff:ffff:ffff:ffff:ffff,2409:895a:c000::,Hefei,Anhui,CN,31.86389,117.28083,230000,Asia/Shanghai
280c:7dc0:c000::,280c:7dc0:ffff:ffff:ffff:ffff:ffff:ffff,280c:7dc0:c000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
280a:7e2e:c000::,280a:7e2e:ffff:ffff:ffff:ffff:ffff:ffff,280a:7e2e:c000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
66.83.199.150,66.83.199.150,66.83.0.0,Little Rock,Arkansas,US,34.7871,-92.4222,72212,America/Chicago
2806:13a7:4000::,2806:13a7:7fff:ffff:ffff:ffff:ffff:ffff,2806:13a7:4000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
2c00:4190:8000::,2c00:4190:bfff:ffff:ffff:ffff:ffff:ffff,2c00:4190:8000::,Port Louis,Port Louis,MU,-20.16194,57.49889,,Indian/Mauritius
2a13:f803:8000::,2a13:f803:bfff:ffff:ffff:ffff:ffff:ffff,2a13:f803:8000::,Voorburg,South Holland,NL,52.07417,4.35972,2271,Europe/Amsterdam
179.231.142.214,179.231.142.215,179.231.0.0,Belém,Pará,BR,-1.45583,-48.50444,66000-000,America/Belem
2a15:6ffd:8000::,2a15:6ffd:bfff:ffff:ffff:ffff:ffff:ffff,2a15:6ffd:8000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
